Source,Target,Weight
UMR,KMZ,2
KMZ,SGO,1
SGO,JHS,1
BBS,KUR,9
KUR,BALU,3
BALU,BAM,1
BAM,PSA,2
PSA,CHE,3
CHE,VZM,3
VZM,VSKP,6
VSKP,AKP,2
TUNI,RJY,1
GDR,SPE,3
HTE,ROU,1
JSG,SBP,1
SBP,BRGA,3
BRGA,BLGR,3
BLGR,TIG,3
TIG,KSNG,2
KSNG,RGDA,1
RGDA,PVPT,2
PVPT,VZM,1
VSKP,SLO,1
RJY,BZA,2
BZA,NLR,1
GDR,RU,4
TPTY,CTO,2
CTO,KPD,3
JTJ,KJM,1
KJM,YPR,1
KGP,BLS,2
BLS,BHC,2
BALU,CAP,2
CAP,BAM,3
BAM,IPM,3
IPM,SPT,3
SPT,PSA,2
PSA,NWP,2
NWP,CHE,1
CHE,CPP,1
CPP,VZM,2
TUNI,ANV,1
ANV,SLO,2
RJY,NDD,2
NDD,TDD,1
DGHA,RMRB,1
RMRB,KATI,1
KATI,TMZ,2
TMZ,MCA,1
MCA,ULB,1
ULB,SRC,1
SRC,HWH,5
KGP,JGM,1
JGM,CKU,1
CKU,GTS,1
CNI,BBM,1
BBM,PRR,1
DR,KYN,1
NK,BSL,1
BSL,AK,5
AK,BD,4
BD,NGP,1
NGP,G,3
G,DURG,2
R,BSP,3
BSP,JSG,1
JSG,ROU,3
ROU,CKP,1
CKP,TATA,1
TATA,KGP,1
KGP,SRC,3
RNC,BRKA,1
BRKA,TORI,2
TORI,LTHR,4
LTHR,DTO,1
DTO,GHD,4
GHD,JPL,1
JPL,NBG,1
NBG,DOS,1
SHM,SRC,1
SRC,PKU,1
