Source,Target,Weight
PPI,JBP,2
MGS,DLN,1
DLN,BXR,1
BXR,DURE,2
DURE,ARA,1
DNR,PNBE,3
PNBE,PNC,2
PNC,FUT,5
FUT,KOO,6
KOO,BKP,3
BKP,BARH,4
BARH,MKA,4
MKA,BRYA,1
BRYA,LKR,2
LKR,KIUL,7
KIUL,KJH,2
KJH,AHA,3
AHA,JMP,2
JMP,BUP,2
BUP,SGG,3
SGG,BGP,1
LKU,KHH,1
KHH,IZN,1
IZN,BC,4
BC,BE,1
LKO,RBL,3
RBL,AME,1
AME,PBH,5
PBH,BSB,1
BSB,MGS,3
MGS,DOS,1
DOS,GAYA,2
GAYA,DHN,1
ASN,DGR,8
JAT,PTKC,2
PTKC,JRC,6
JRC,LDH,6
LDH,UMB,8
UMB,SRE,3
SRE,MB,3
RBL,JAIS,2
JAIS,AME,1
PBH,BOY,1
MGS,DNR,1
PNBE,RJPB,10
KOAA,ASN,1
PNME,GAYA,1
GAYA,SSM,2
SSM,MGS,2
LKO,MB,2
MB,SRE,2
SRE,UMB,4
UMB,LDH,8
LDH,JUC,3
JUC,ASR,1
RJPB,PNC,6
PNC,BKP,2
BKP,MKA,2
MKA,KIUL,2
KIUL,JMU,1
JMU,JAJ,1
JAJ,JSME,8
JSME,MDP,8
MDP,ASN,1
DGR,KOAA,1
JAJ,JMU,1
JMU,KIUL,2
RPH,SNT,4
SNT,PNE,2
PNE,BHP,4
BHP,BWN,3
BWN,KQU,2
KQU,SDAH,1
MS,NLR,2
WL,BPQ,2
NGP,ET,2
MKP,MGS,1
RJPB,PNBE,7
PNBE,MGS,3
MGS,CNB,2
CNB,NDLS,4
RIG,KHS,1
KHS,CPH,1
CPH,AKT,1
AKT,BSP,1
BSP,BYT,5
BYT,TLD,1
TLD,R,1
R,DURG,9
DURG,RJN,1
RJN,DGG,1
DGG,G,1
G,TMR,1
BRD,NGP,1
NGP,KATL,1
KATL,NRKR,1
NRKR,PAR,1
PAR,MTY,1
MTY,AMLA,1
AMLA,BZU,2
HBD,BPL,2
BPL,BHS,2
BHS,BAQ,2
BAQ,BINA,2
BINA,LAR,3
LAR,JHS,3
JHS,DBA,3
CNB,ALJN,3
ALJN,GZB,3
GZB,NDLS,3
REWA,STA,3
DBR,SRJ,1
SRJ,ALD,1
ALD,SRO,1
SRO,FTP,1
GZB,ANVT,4
AGC,GWL,8
GWL,JHS,8
JHS,BPL,5
BPL,NGP,3
BPQ,WL,3
WL,BZA,5
ANVT,GZB,1
GZB,CNB,1
GAYA,GMO,1
GMO,KNF,1
KNF,PRR,1
PRR,TATA,1
TATA,KGP,4
KGP,PKU,5
PKU,TMZ,2
TMZ,HLZ,2
JSM,SBLT,2
SBLT,AQG,2
AQG,RDRA,1
RDRA,PLCJ,2
PLCJ,KLYT,1
KLYT,LGH,1
LGH,BKN,2
BKN,DSO,2
DSO,NOK,2
NOK,NGO,4
NGO,MDW,2
MDW,MTD,2
MTD,REN,1
REN,DNA,1
DNA,GCH,1
GCH,MKN,1
MKN,KMNC,1
KMNC,SBR,1
SBR,FL,1
FL,JOB,2
JOB,JP,2
ON,BLM,1
BLM,HRI,2
MB,LRJ,1
LRJ,SRE,1
JRC,PTKC,4
PTKC,JAT,4
SVDK,UHP,5
UHP,JAT,5
JAT,KTHU,4
KTHU,PTKC,5
UMB,PNP,3
PNP,SZM,3
NDLS,MTJ,3
MTJ,SWM,3
SWM,KOTA,15
KOTA,BWM,2
BWM,NAD,2
NAD,RTM,8
RTM,MGN,6
MGN,DHD,6
DHD,GDA,7
GDA,BRC,6
BVI,BDTS,9
KOTA,RMA,7
RMA,SGZ,4
SGZ,NAD,3
ND,ADI,8
MTJ,BTE,4
BTE,SWM,2
VG,SUNR,9
SUNR,WKR,5
WKR,RJT,4
RJT,HAPA,5
PAU,HNL,1
HNL,WHM,2
WHM,AK,2
AK,MKU,2
MKU,KNW,1
MTJ,NDLS,1
NDLS,ROK,1
ROK,JHL,1
JHL,SAG,1
DUI,BNN,1
BNN,TAPA,1
TAPA,PUL,1
PUL,BTI,1
