Source,Target,Weight
MS,MBM,3
MBM,TBM,2
TBM,CGL,6
CGL,TMV,1
TMV,VM,2
VM,VRI,5
VRI,ALU,1
ALU,KKPM,1
KKPM,LLI,1
LLI,SRGM,1
SRGM,TPTN,2
TPTN,GOC,2
GOC,TPJ,3
NLR,KVZ,3
KVZ,OGL,2
OGL,CLX,4
CLX,BPP,2
BPP,TEL,2
BZA,KMT,2
KMT,MABD,1
MABD,WL,2
WL,MCI,1
MCI,SKZR,3
SKZR,BPQ,6
BPQ,CD,5
CD,WRR,1
WRR,HGT,1
HGT,WR,1
DMN,BD,1
JL,AN,4
AN,DDE,1
DDE,NDB,2
NDB,VYA,1
VYA,UDN,1
UDN,ST,5
ST,AKV,2
AKV,BRC,1
BRC,ANND,11
ANND,ND,10
ND,MAN,2
MAN,ADI,5
BNC,BWT,1
BWT,JTJ,3
KPD,AJJ,3
AJJ,PER,3
NCJ,TVC,1
KYJ,CNGR,3
AWY,TCR,3
KPD,CTO,2
CTO,TPTY,1
TPTY,RU,6
RU,GDR,5
CLX,TEL,2
VZM,CHE,7
CHE,PSA,6
PSA,BAM,3
BAM,BALU,1
BALU,KUR,2
CTC,JJKR,11
JJKR,BHC,10
BHC,BLS,8
BLS,KGP,8
KGP,SRC,7
SRC,SHM,3
SCT,TSI,3
TSI,KDNL,2
KDNL,PBKS,2
PBKS,SNKL,2
SNKL,RJPM,2
RJPM,SVPR,2
SVPR,SVKS,2
SVKS,TTL,2
TTL,VPT,2
VPT,MDU,1
MS,CGL,1
CGL,VM,1
VRI,TPJ,2
TPJ,DG,1
DG,MDU,2
MDU,VPT,4
VPT,SRT,2
SRT,TEN,1
TEN,NCJ,1
KPD,MAP,1
MAP,SA,1
TUP,PTJ,1
PTJ,PGT,2
PGT,SRR,1
CAN,PAY,1
PAY,KZE,1
KZE,KGQ,2
KGQ,MAQ,1
SC,BG,5
BG,ALER,5
ALER,ZN,5
ZN,GNP,3
GNP,KZJ,3
KZJ,WL,7
WL,MABD,3
MABD,DKJ,4
DKJ,KMT,4
KMT,MDR,4
MDR,BZA,4
BZA,MAG,2
MAG,GNT,2
NZM,JHS,1
BPL,NGP,1
NGP,BPQ,2
SKZR,BPA,2
BPA,MCI,2
MCI,RDM,2
RDM,KZJ,1
KZJ,KCG,1
KCG,MBNR,2
MBNR,GWD,3
GWD,KRNT,4
KRNT,DHNE,4
DHNE,TU,1
TU,YA,3
YA,HX,2
HX,RU,1
RU,TPTY,6
HYB,SC,6
SC,KZJ,8
KZJ,RDM,2
RDM,MCI,5
MCI,BPA,2
BPA,SKZR,3
CD,NGP,2
NGP,BPL,1
MTJ,BVH,1
BVH,NZM,1
J,PTU,5
PTU,SELU,5
SELU,PBN,1
PBN,SELU,1
SELU,PTU,1
PTU,J,1
ZN,KZJ,2
WL,NKD,1
NKD,MABD,1
EE,TDD,4
TDD,NDD,2
NDD,KVR,2
KVR,RJY,1
RJY,DWP,4
DWP,SLO,2
SLO,CCT,5
CCT,COA,4
SC,WL,3
WL,KMT,4
KMT,BZA,5
TDD,RJY,2
SLO,TUNI,3
TUNI,AKP,3
AKP,DVD,6
DVD,VSKP,8
MTM,CLU,2
CLU,PAV,2
PAV,VMD,2
VMD,KVM,2
KVM,GVL,2
GVL,NUJ,1
NUJ,GDV,1
GDV,BZA,5
BZA,KI,1
KI,MDR,1
MDR,KMT,1
KMT,DKJ,2
DKJ,MABD,2
MABD,KDM,2
KDM,WL,1
WL,KZJ,3
KZJ,ZN,1
ZN,SC,1
KZJ,JMKT,1
JMKT,OEA,1
OEA,PDPL,1
PDPL,RDM,3
MCI,RVKH,2
RVKH,BPA,1
SPE,NYP,1
NYP,GDR,1
KZJ,SC,3
SC,HYB,1
NED,MUE,3
MUE,HEM,1
HEM,KNVT,1
ADB,PMKT,1
PMKT,WANI,1
WANI,MJRI,2
MJRI,NGP,2
NGP,G,4
G,DURG,5
DURG,R,7
R,BSP,4
BSP,JSG,4
CKP,TATA,2
TATA,KGP,2
TPTY,PAK,1
PAK,PIL,1
PIL,KCI,1
KCI,MPL,1
MPL,MCU,1
MCU,KRY,1
KRY,DMM,1
GY,DHNE,3
KRNT,GWD,3
GWD,SRNR,2
SRNR,MBNR,1
KCG,SC,2
SC,KCG,2
MBNR,SRNR,1
SRNR,GWD,1
DHNE,GY,3
GY,ATP,5
ATP,DMM,7
DMM,KRY,1
KRY,MCU,1
MCU,MPL,1
MPL,KCI,1
KCI,PIL,1
PIL,PAK,1
PAK,TPTY,2
BZA,RJY,2
CHE,BAM,1
BAM,KUR,6
CTC,BLS,2
BZA,GDV,6
GDV,KKLR,6
KKLR,AKVD,8
AKVD,BVRT,7
BVRT,TNKU,2
TNKU,RJY,2
RJY,CCT,1
KZJ,PDPL,1
CD,SEGM,1
NGP,KATL,1
KATL,PAR,1
PAR,BZU,1
GYN,BHLP,2
BHLP,BSB,2
DLN,BXR,1
BXR,ARA,3
CNB,FTP,3
FTP,ALD,1
AUBR,GAYA,1
GAYA,PRP,2
PRP,KQR,2
KQR,HZD,2
HZD,PNME,3
GMO,CRP,3
CRP,BKSC,3
BKSC,PRR,1
PRR,CNI,1
CNI,TATA,3
TATA,GTS,2
GTS,KGP,1
KUR,PURI,4
MMR,BSL,2
BSL,AK,1
BD,WR,2
WR,NGP,2
BSP,RIG,1
RIG,JSG,1
ROU,HTE,2
KGP,SUA,1
SUA,JGM,2
JGM,CKU,3
CKU,GTS,3
GTS,RHE,1
RHE,TATA,1
BLS,JER,2
JER,KGP,2
KGP,MDN,1
MDN,VSU,2
VSU,BQA,2
BQA,ADRA,2
ADRA,BJE,1
BJE,VAA,1
VAA,MHQ,1
MHQ,GMO,1
SSM,MGS,1
CNB,ALJN,1
ALJN,NDLS,1
DNKL,TLHD,1
TLHD,ANGL,4
ANGL,SBPY,1
SBPY,JSG,1
HTE,RNC,1
RNC,MURI,5
MURI,BKSC,5
HWH,MCA,2
MCA,PKU,1
PKU,KGP,2
KGP,TATA,2
TATA,CKP,2
CKP,ROU,2
ROU,GP,1
GP,BMB,1
BMB,JSG,1
JSG,BRJN,1
BRJN,BPH,2
BPH,RIG,1
RIG,KHS,1
KHS,BUA,1
BUA,CPH,1
CPH,NIA,2
NIA,AKT,1
AKT,BSP,1
BSP,BYT,2
BYT,TLD,2
TLD,R,1
R,BPHB,2
BPHB,DURG,2
DURG,RJN,5
RJN,DGG,3
DGG,AGN,2
AGN,G,2
SEG,JM,3
JM,NN,3
JL,DXG,1
DXG,AN,1
AN,SNK,1
SNK,DDE,1
NDB,NWU,1
NWU,VYA,1
VYA,MID,2
MID,BIY,2
BIY,UDN,1
ST,BH,7
BH,BRC,9
PURI,SIL,4
SIL,KUR,3
KUR,KAPG,1
KAPG,BALU,1
BALU,KIT,3
KIT,CAP,2
CAP,BAM,7
VBL,PVPT,1
PVPT,RGDA,2
MNGD,NRLR,1
NRLR,KSNG,1
KRAR,BGBR,1
BGBR,MSMD,1
DGG,G,1
G,BRD,2
BRD,NGP,2
NGP,WR,2
WR,BD,3
AK,MKU,1
JL,NDB,1
NDB,ST,5
ND,ADI,7
ST,NDB,2
NDB,JL,3
NGP,BRD,1
BRD,G,1
G,DGG,1
DGG,RJN,1
RJN,DURG,1
DURG,BPHB,3
BPHB,R,3
R,MSMD,1
MSMD,BGBR,1
BGBR,KRAR,1
KRAR,KBJ,2
KBJ,TIG,2
TIG,KSNG,4
KSNG,NRLR,1
NRLR,MNGD,1
MNGD,RGDA,2
RGDA,PVPT,2
PVPT,VBL,2
VBL,VZM,1
BAM,CAP,5
CAP,KIT,2
KIT,BALU,1
BALU,KAPG,2
KAPG,KUR,1
KUR,SIL,1
SIL,PURI,1
BSP,BYL,1
BYL,BYT,1
TLD,SLH,1
SLH,R,1
ROU,JSG,1
JSG,RIG,1
RIG,BSP,1
BSP,R,1
RJN,G,2
SEG,MKU,2
JL,NK,1
PRR,BBM,2
BBM,CNI,2
GTS,CKU,1
CKU,JGM,1
JGM,KGP,1
KGP,HWH,4
BLS,BBS,1
KUR,VZM,1
DVD,RJY,2
BZA,NLR,2
NLR,RU,2
TPTY,KPD,1
KPD,VLR,2
VLR,VM,1
VM,PDY,2
KGP,GTS,1
GTS,TATA,3
TATA,MURI,1
BKSC,CRP,3
CRP,GMO,2
GAYA,RFJ,1
RFJ,AUBR,1
AUBR,DOS,1
BSB,BOY,1
BOY,PBH,1
AME,GNG,2
GNG,RBL,1
ETW,FZD,1
FZD,HRS,1
HRS,MXK,1
MXK,ALJN,1
PRR,ANR,3
ANR,ADRA,2
ADRA,CJN,1
CJN,BQA,1
BQA,VSU,2
VSU,GBA,1
GBA,CDGR,1
CDGR,SLB,1
SLB,MDN,1
MDN,KGP,2
SRC,HWH,3
BHC,MKO,2
MKO,SORO,2
SORO,BLS,2
BLS,HIP,2
HIP,ROP,3
ROP,TKH,1
TKH,JRG,1
JRG,JOL,1
JOL,BTQ,1
BTQ,KCV,1
KCV,BPO,1
BPO,BGY,1
BBS,MCS,2
MCS,NQR,2
NQR,DNKL,2
DNKL,MRDL,2
MRDL,TLHD,2
ANGL,BONA,1
BONA,RAIR,1
RAIR,SBPD,1
SBP,HKG,2
HKG,BRGA,1
BRGA,BRPL,2
BRPL,LSX,1
LSX,BLGR,1
NZM,MTJ,3
MTJ,KOTA,1
KOTA,RTM,3
DHD,BRC,2
HW,RK,4
RK,MTC,1
MTC,GZB,2
GZB,NZM,2
NZM,BTE,1
BTE,SWM,3
BCH,AKD,2
KPP,SEH,3
KSV,PWL,1
PWL,BVH,1
BVH,FDB,1
NDLS,SNP,1
SNP,PNP,2
SIR,KNN,1
KNN,LDH,1
JRC,DZA,1
DZA,MEX,2
MEX,PTKC,2
JAT,BLA,2
BLA,SGRR,2
SGRR,MNWL,2
MNWL,RMJK,2
RMJK,UHP,2
UHP,CRWL,1
CRWL,SVDK,1
BL,UDN,1
UDN,NDB,2
NDLS,KOTA,2
KOTA,NAD,2
RTM,BRC,3
BVI,BCT,1
DDR,BVI,1
BVI,BSR,1
BSR,ST,3
PNU,DISA,2
DISA,BLDI,2
BLDI,DEOR,2
DEOR,RDHP,1
RDHP,SNLR,1
SNLR,AAR,1
AAR,SIOB,1
SIOB,BCOB,2
BCOB,GIMB,1
GIMB,BHUJ,1
DPA,SWM,1
UJN,DWX,4
BDTS,ADH,2
ADH,BVI,3
BVI,PLG,2
PLG,VAPI,1
VAPI,BL,3
BL,ST,2
NAD,KOTA,2
SWM,DPA,2
DPA,JP,4
DEE,DEC,3
GGN,PTRD,1
PTRD,RE,1
RE,AEL,1
AEL,NNL,1
NNL,NMK,1
NMK,SMPR,1
SMPR,RGS,1
RGS,RNW,1
RNW,FL,1
AII,NSD,1
NSD,BJNR,1
BJNR,BHL,2
BHL,COR,3
COR,MVJ,1
MVJ,RPZ,3
RPZ,UDZ,4
GIMB,BCOB,2
BCOB,SIOB,2
SIOB,DHG,1
DHG,ADI,1
BSL,NGP,1
R,KRAR,1
SBP,ANGL,1
ANGL,TLHD,2
TLHD,DNKL,2
DNKL,BBS,3
RTM,JAO,2
JAO,MDS,1
MDS,NMH,3
NMH,NBH,2
NBH,COR,3
COR,FAN,1
FAN,MVJ,3
BWN,BDC,6
BDC,HWH,2
AZ,SDI,1
SDI,MGAE,1
MGAE,NHT,1
NHT,RPH,2
RPH,MLV,1
MLV,SNT,1
SNT,AMP,2
AMP,PNE,1
PNE,BHP,1
BDC,SHE,1
SHE,HWH,1
HWH,BDC,2
BDC,BWN,5
BHP,SNT,1
SNT,MLV,1
MLV,RPH,1
RPH,PKR,1
PKR,BHW,1
BHW,TPH,3
TPH,SBG,2
SBG,PPT,2
PPT,CLG,2
CLG,BGP,1
BGP,AKN,1
AKN,SGG,3
SGG,BUP,3
BUP,JMP,2
JMP,DRH,2
DRH,AHA,2
AHA,KJH,4
KJH,UREN,4
UREN,KIUL,1
KIUL,LKR,8
LKR,SRY,2
SRY,SHK,2
SHK,KSC,2
KSC,WRS,2
WRS,NWD,2
NWD,TIA,2
TIA,WZJ,2
WZJ,GAYA,1
HWH,SHE,1
SHE,CNS,1
CNS,BDC,3
BDC,BSAE,3
BSAE,TBAE,3
TBAE,KJU,3
KJU,DMLE,3
DMLE,KMAE,3
KMAE,JIT,3
JIT,BGAE,3
BGAE,SOAE,3
SOAE,BHLA,3
BHLA,GPAE,3
GPAE,ABKA,3
ABKA,BGRA,3
BGRA,DTAE,3
DTAE,SMAE,3
SMAE,NDAE,1
NDAE,PSAE,1
PSAE,KWAE,1
KWAE,SALE,3
SALE,BZLE,1
BZLE,KGLE,1
KGLE,LCAE,3
LCAE,AZ,2
AZ,ACLE,1
ACLE,MPLR,1
MPLR,MGLE,1
MGLE,GALE,1
GALE,JRLE,1
JRLE,AHN,1
AHN,SPLE,1
SPLE,NILE,1
NILE,BDBP,1
BDBP,DGLE,1
DGLE,SXP,1
SXP,NFK,1
NFK,CMX,1
CMX,KTJ,1
KTJ,JMQ,1
JMQ,GZM,1
GZM,MLDT,1
MLDT,SM,5
SM,BKRD,2
BKRD,HCR,2
HCR,KDPR,1
KDPR,LAV,1
LAV,KIR,2
KOAA,GEDE,1
SDAH,BNXR,24
BNXR,DAKE,1
DAKE,BWN,4
BHP,PNE,4
PNE,AMP,1
AMP,SNT,4
SNT,RPH,4
RPH,NHT,1
NHT,MRR,1
MRR,RJG,1
RJG,PKR,1
PKR,KLP,1
KLP,BHW,1
TPH,TLJ,1
TLJ,SLJ,1
SLJ,SBG,3
SBG,MZC,1
MZC,PPT,1
PPT,SVRP,2
SVRP,BKSL,3
BKSL,CLG,3
CLG,EKC,3
EKC,GGA,3
GGA,SBO,1
SBO,BGP,4
BGP,NAT,5
NAT,MPY,3
MPY,AKN,1
BUP,RPUR,4
RPUR,JMP,3
JMP,DRTP,2
DRTP,DRH,3
KJH,KIUL,1
LKR,BRYA,3
BRYA,HTZ,3
HTZ,MKA,3
MKA,MOR,2
MOR,PHK,2
PHK,BARH,3
BARH,ATL,3
ATL,BKP,3
BKP,KWO,1
KWO,KOO,2
KOO,HDE,1
HDE,FUT,1
PNC,GZH,2
GZH,RJPB,2
RJPB,PNBE,5
PNBE,PWS,1
PWS,DNR,2
DNR,NEO,2
NEO,SDE,2
SDE,BTA,2
BTA,PAIL,1
PAIL,KWR,1
KWR,KUA,2
KUA,ARA,2
ARA,KRS,2
KRS,BEA,2
BEA,BYN,3
BYN,RPR,3
RPR,TWG,2
TWG,DURE,2
BXR,CSA,3
CSA,GMR,2
GMR,BWH,2
BWH,DLN,2
ZNA,SLD,1
SLD,MGS,1
KOAA,NH,4
NH,BDC,6
KIUL,BJU,2
JYG,MBI,1
MBI,SKI,1
SKI,DBG,1
DBG,SPJ,3
SPJ,BJU,5
BJU,KIUL,3
JSME,MDP,5
MDP,CRJ,5
CRJ,ASN,5
BDC,NH,5
NH,KOAA,3
MAU,RSR,1
RSR,BUI,1
BUI,CPR,2
HJP,SPP,1
SPP,BJU,1
NH,BP,5
BP,KOAA,1
BDC,ABKA,2
ABKA,NDAE,2
NDAE,KWAE,2
SALE,KGLE,2
KGLE,AZ,2
AZ,JRLE,1
JRLE,DGLE,1
DGLE,NFK,1
NFK,MLDT,6
HCR,BOE,1
BOE,RGJ,1
RGJ,KAJ,1
KAJ,RDP,1
RDP,KAJ,1
KAJ,RGJ,1
RGJ,BOE,1
BOE,HCR,1
HCR,BKRD,1
BKRD,SM,1
SM,MLDT,1
NFK,DGLE,1
DGLE,JRLE,1
JRLE,AZ,1
AZ,KGLE,2
KGLE,SALE,2
SALE,KWAE,2
NDAE,ABKA,1
ABKA,BDC,1
NFK,PKR,4
PKR,RJG,1
RJG,MRR,1
MRR,NHT,1
RPH,SNT,1
AMP,BHP,1
BHP,BWN,1
NH,BNXR,1
BNXR,SDAH,27
NH,BWN,1
JAJ,LKR,1
LKR,BJU,1
BJU,DSS,1
DSS,SPJ,1
SDAH,NH,1
PNE,SNT,1
SNT,TPF,1
TPF,RPH,3
KYQ,GLPT,1
NBQ,APDJ,1
APDJ,HSA,1
HSA,DLO,1
DLO,BNV,3
BNV,NMZ,1
NMZ,SGUJ,1
SGUJ,NJP,2
KNE,DLK,4
DLK,TETA,2
TETA,SUD,1
SUD,BOE,1
BOE,AZR,1
AZR,KWE,1
KWE,LAV,1
KIR,SMO,2
SMO,CRR,2
CRR,KUE,2
KUE,KTRH,1
KTRH,NNA,1
NNA,THB,2
THB,NNR,2
NNR,MSK,2
MSK,MNE,2
KGG,LKN,1
LKN,BGS,2
BGS,BJU,7
BJU,DKGS,2
DKGS,MKA,1
BKP,KOO,2
KOO,FUT,3
FUT,BKG,2
BKG,PNC,2
PNC,RJPB,5
R,TLD,2
TLD,BYT,2
BYT,BSP,3
BSP,AKT,2
AKT,CPH,2
CPH,SKT,2
SKT,KHS,2
KHS,RIG,2
RIG,BRJN,2
BRJN,JSG,3
JSG,BMB,1
BMB,GP,1
GP,ROU,2
ROU,BNDM,1
BNDM,MOU,1
MOU,GOL,1
GOL,SWR,1
SWR,CKP,1
CKP,RKSN,1
RKSN,SINI,1
SINI,TATA,1
TATA,ADTP,2
ADTP,KND,1
KND,CNI,2
CNI,BBM,3
BBM,PRR,3
ANR,JOC,1
JOC,BURN,1
BURN,ASN,3
CRJ,JMT,3
JMT,MDP,2
JAJ,JMU,1
JMU,KIUL,1
TATA,CNI,2
ADRA,SNTD,1
SNTD,BJE,1
BJE,SDMD,1
SDMD,PEH,1
PEH,SDBH,1
SDBH,DHN,1
MURI,JAA,1
JAA,KSX,1
KSX,PNW,1
PNW,BKSC,1
CRP,TELO,2
TELO,GMO,2
KMME,CRJ,1
JMT,VDS,1
VDS,MDP,1
MDP,MUW,1
MUW,SNQ,1
SNQ,KBQ,1
KBQ,JSME,1
JSME,DGHR,1
SGRL,OBR,1
OBR,CPU,1
CPU,CUK,1
CUK,RBGJ,1
RBGJ,LUSA,1
LUSA,SKGH,1
SKGH,CAR,1
CAR,BSB,1
NAT,AKN,2
SGG,KPRD,1
KPRD,BUP,4
DRH,MSDN,3
MSDN,AHA,3
UREN,DNRE,2
DNRE,RMPR,2
RMPR,KIUL,2
MKA,PHK,1
RPH,UDL,1
UDL,DGR,3
ASN,ADRA,1
ADRA,BQA,1
VSU,MDN,1
KGP,PKU,2
PKU,TMZ,1
TMZ,KATI,2
KATI,DGHA,2
NFK,BHW,1
CLG,SBO,1
BGP,SGG,2
JMP,AHA,2
AHA,KIUL,2
KIUL,BRYA,1
BRYA,MKA,1
BSB,JLL,1
JLL,ZBD,1
SHG,MLPR,1
MLPR,ABP,2
ABP,GGJ,1
GGJ,AY,1
AY,ACND,1
ACND,FD,1
FD,SLW,1
SLW,RDL,1
RDL,DYD,1
DYD,BBK,2
GZB,SBB,5
SBB,DSA,1
DSA,DLI,5
DLI,GZB,4
GZB,KRJ,1
KRJ,ALJN,6
ALJN,HRS,4
HRS,TDL,3
TDL,FZD,4
FZD,SKB,3
SKB,ETW,3
CNB,ON,3
ON,LKO,3
LKO,BBK,4
BBK,DYD,2
DYD,RDL,2
RDL,SLW,2
SLW,FD,2
FD,ACND,1
ACND,AY,1
AY,GGJ,3
GGJ,ABP,3
ABP,MLPR,2
MLPR,SHG,2
SHG,JNU,2
JNU,ZBD,2
ZBD,JLL,1
JLL,BSB,1
MGS,ZNA,1
ZNA,DLN,1
DLN,BWH,1
BWH,GMR,1
GMR,CSA,1
CSA,BXR,2
DURE,RPR,1
RPR,BYN,2
BYN,BEA,2
ARA,BTA,1
BTA,DNR,1
PNBE,RJPB,5
RJPB,PNC,2
PNC,FUT,2
FUT,BKP,1
BKP,BARH,1
BARH,MKA,1
MKA,BRYA,1
BRYA,KIUL,1
KIUL,AHA,1
AHA,JMP,1
JMP,BUP,1
BUP,SGG,1
SGG,BGP,1
BGP,SBO,3
SBO,CLG,1
CLG,PPT,1
PPT,SBG,1
SBG,TPH,1
TPH,BHW,1
BHW,NFK,1
GD,MUR,4
MUR,AY,2
ABP,SHG,1
KRND,AMH,1
MAU,BUI,1
CPR,HJP,4
GZB,DER,1
DER,KRJ,1
BSB,JKN,1
JKN,DLR,5
DLR,MAU,2
BLTR,LRD,2
LRD,SRU,3
SRU,BTT,2
BTT,BHTR,2
BHTR,MW,1
MW,ZRDE,1
ZRDE,SV,1
SV,DDA,1
DDA,CW,3
CW,EKMA,1
EKMA,CPR,1
CPR,CI,5
CI,GJH,5
GJH,DRI,5
DRI,BAGL,5
BAGL,ATNR,1
ATNR,DGA,3
DGA,STLR,5
STLR,NYO,5
NYO,PMU,5
PMU,SEE,4
HJP,BNR,1
BNR,GRL,1
GRL,MFP,1
MFP,RUSD,1
RUSD,SMI,1
HSX,KUPR,1
KUPR,JUC,1
UMB,PNP,2
PNP,DLI,1
PBH,CIL,1
CIL,ANTU,1
ANTU,AME,1
GNG,KCJ,1
KCJ,JAIS,1
JAIS,FTG,1
FTG,RBL,1
RBL,HCP,2
HCP,BCN,2
BCN,NHN,2
NHN,LKO,2
AY,FD,3
FD,MEQ,1
MEQ,KJA,1
KJA,KBE,1
KBE,SLN,1
SLN,PPU,1
PPU,KDF,1
KDF,PBH,1
PBH,BTJ,1
BTJ,MEM,1
MEM,PFM,1
PFM,PRG,2
PRG,ALD,2
MTC,HPU,2
HPU,BARL,1
BARL,BSC,2
BSC,KJY,1
KJY,KRJ,1
ETW,BNT,2
BNT,PHD,2
PHD,PNK,1
PNK,CNB,2
FTP,KGA,2
KGA,SRO,1
SRO,SJT,1
SJT,BRE,1
BRE,MNJ,1
MNJ,SFG,1
SFG,ALD,1
FD,DYD,1
LKO,SPN,2
SPN,BE,2
BE,RMU,2
RMU,MB,3
MB,HPU,1
HPU,GZB,2
PRG,KHNM,1
KHNM,UCR,1
UCR,RBL,1
BSB,JNU,1
JNU,KS,1
KS,SHG,1
SHG,BWI,1
BWI,MLPR,1
ABP,AY,2
AY,KEA,3
KEA,NGB,2
NGB,MUR,1
BHUJ,AJE,1
AJE,AI,2
AI,GIMB,2
SIOB,MALB,1
MALB,HVD,1
HVD,DHG,1
DHG,VG,1
KSG,NRI,2
NRI,FL,2
JP,GADJ,3
GADJ,GTJT,2
GTJT,DO,1
DO,BKI,3
BKI,RHG,1
RHG,AWR,2
AWR,KRH,2
KRH,RE,1
RE,PTRD,2
PTRD,GHH,2
GHH,GGN,2
GGN,PM,2
PM,DEC,6
DEC,DEE,4
DEE,DLI,5
GZB,PKW,1
PKW,HPU,1
HPU,AMRO,1
AMRO,MB,3
MB,RMU,3
RMU,MIL,1
MIL,BE,1
SSB,NNO,2
NNO,BGZ,2
JAT,PTKC,1
RPJ,PTA,1
PTA,NBA,1
NBA,DUI,1
DUI,BNN,1
BNN,TAPA,1
TAPA,PUL,1
PUL,BCU,1
BCU,BTI,1
RPAR,KRLI,1
KRLI,MRND,1
MRND,NMDA,1
NMDA,SMRL,1
SMRL,LLKN,1
LLKN,LDH,1
SRE,DBD,2
DBD,MOZ,3
MOZ,KAT,2
KAT,MUT,2
MUT,MTC,3
HPU,GMS,1
GMS,GJL,1
GJL,AMRO,1
RMU,BE,1
HRI,SAN,1
SAN,LKO,1
LKO,BCN,1
BCN,RBL,1
RBL,LMN,1
LMN,UCR,1
UCR,PQN,1
PQN,GRMR,1
GRMR,KHNM,1
KHNM,LGO,1
LGO,PFM,1
BTI,RMN,1
RMN,KNL,1
KNL,SSA,2
SSA,DING,1
DING,BHT,1
BHT,ADR,1
ADR,HSR,1
HSR,STD,1
STD,HNS,1
HNS,BNW,1
BNW,KLNK,1
KLNK,ROK,1
ROK,SPZ,1
SPZ,BGZ,1
BGZ,NNO,1
NNO,SSB,1
SSB,DKZ,1
DKZ,DLI,1
DLI,DSA,5
DSA,GZB,1
GZB,MDNR,1
MDNR,MTC,1
MTC,MUT,1
MUT,KAT,1
KAT,MOZ,1
MOZ,DBD,1
DBD,SRE,1
SRE,YJUD,4
YJUD,JUDW,1
JUDW,RAA,1
RAA,UMB,1
RKSH,VRH,2
VRH,RWL,2
RWL,HW,1
RK,SRE,3
YJUD,UMB,3
JRC,TDO,1
TDO,DZA,1
KTHU,HRNR,2
HRNR,GHGL,1
GHGL,SMBX,1
SMBX,JAT,1
DEE,SSB,1
BTI,GJUT,2
JAT,SMBX,2
SMBX,GHGL,2
GHGL,KTHU,1
PTKC,MEX,2
MEX,DZA,2
DZA,JRC,1
LDH,KNN,2
KNN,SIR,2
MTC,MDNR,2
MDNR,MUD,1
MUD,GZN,1
GZN,GZB,1
JYG,KJI,1
KJI,RJA,1
RJA,MBI,1
MBI,PDW,1
PDW,SKI,1
SKI,TRS,1
TRS,KKHT,1
KKHT,DBG,1
DBG,LSI,2
LSI,HYT,1
HYT,SPJ,1
CPR,SIP,1
SIP,STW,1
STW,BUI,1
BUI,RSR,1
RSR,IAA,1
IAA,MAU,1
MAU,KRT,1
KRT,MMA,2
MMA,SAA,2
SAA,AMH,1
AMH,SMZ,1
SMZ,KRND,2
KRND,SHG,1
SHG,ABP,1
FD,RDL,1
RDL,BBK,1
MB,AMRO,2
AMRO,HPU,1
UMB,UBC,1
UBC,RPJ,1
RPJ,SIR,1
SIR,GVG,1
GVG,KNN,1
KNN,DOA,1
DOA,LDH,1
LDH,PHR,1
PHR,PGW,1
PGW,JRC,1
JRC,JUC,4
JUC,KRE,1
KRE,BEAS,1
JSM,SBLT,2
SBLT,AQG,1
AQG,POK,1
POK,RDRA,1
RDRA,PLCJ,2
PLCJ,MWT,1
MWT,OSN,1
OSN,TIW,1
TIW,MMY,1
MMY,RKB,1
RKB,JU,2
JU,RKB,1
RKB,GOTN,1
GOTN,MTD,2
MTD,DNA,2
DNA,MKN,2
MKN,NAC,1
NAC,FL,1
FL,JOB,2
JOB,JP,2
GADJ,DO,1
BKI,BU,2
BU,RHG,2
RHG,MKH,1
MKH,AWR,1
KRH,HSI,1
HSI,BWL,1
BWL,RE,1
BKN,NOK,2
NOK,NGO,2
NGO,DNA,1
MKN,FL,1
BNLW,SWM,1
KOTA,BAZ,1
BAZ,GUNA,1
MNV,SGO,1
KMZ,SDL,1
SDL,APR,2
APR,BSP,1
JSG,SBP,1
SBP,RAIR,2
RAIR,BONA,2
BONA,ANGL,2
SGNR,ABS,1
ABS,MOT,1
MOT,GDB,1
GDB,BTI,1
BTI,BCU,1
BCU,PUL,1
PUL,TAPA,1
TAPA,BNN,1
BNN,DUI,1
DUI,NBA,1
NBA,PTA,1
PTA,RPJ,2
UMB,RAA,1
RAA,JUDW,1
PNP,IRA,1
IRA,GHNA,1
GHNA,ROK,1
ROK,KLNK,1
KLNK,BNW,1
GTJT,KWP,1
KWP,BAI,1
BAI,DO,1
RHG,BU,2
BU,BKI,2
DO,BAI,1
BAI,KWP,1
KWP,GTJT,1
GTJT,GADJ,2
MBF,BGKT,1
GKP,MIM,1
MIM,PJ,1
PJ,CM,1
CM,ANDN,1
ANDN,UB,1
UB,NUH,1
NUH,SOT,2
SOT,BNY,2
BNY,PPW,1
PPW,TLR,1
TLR,JKNI,2
JKNI,BLP,2
BLP,GD,2
BBK,GTNR,2
KNW,TLV,1
TLV,SGBJ,1
SGBJ,CAER,1
CAER,BRUD,1
BRUD,KKN,1
HD,TBN,1
TBN,BPF,1
SHR,KTE,2
DBR,SRJ,1
SRJ,JSR,1
JSR,NYN,1
NYN,ALD,1
ALD,PRG,1
PRG,PFM,2
PFM,SYC,1
SYC,PLP,1
PLP,URPR,1
URPR,JNH,1
JNH,SQN,1
SQN,SAW,1
SAW,MOF,1
MOF,BOY,1
PRF,KEH,1
KEH,SWPR,1
BSB,BCY,2
BCY,ARJ,1
ARJ,SDT,1
SDT,JKN,1
MAU,IAA,3
IAA,BLTR,1
BTT,DEOS,4
GZB,AMRO,1
RMU,BLQR,1
