Source,Target,Weight
BAM,KUR,7
CTC,BHC,5
KGP,HWH,4
BLS,CTC,1
KUR,BAM,5
BAM,VSKP,1
VSKP,RJY,4
RJY,EE,4
BZA,OGL,5
OGL,NLR,8
NLR,MS,1
CGL,MLMR,2
MLMR,VM,1
ALU,SRGM,1
SRGM,TPJ,1
DG,KQN,2
VPT,SRT,3
SRT,CVP,3
CVP,MEJ,2
MEJ,TEN,2
TEN,NCJ,1
NCJ,CAPE,3
AJJ,KPD,6
AB,JTJ,1
JTJ,MAP,2
MAP,BQI,1
BQI,SA,2
SA,ED,11
ED,TUP,8
TUP,CBF,1
CBF,CBE,1
KPD,AJJ,4
AJJ,PER,2
PER,MAS,2
MDU,DG,3
DG,KRR,3
KRR,ED,1
JTJ,VN,3
VN,AB,1
AB,KPD,2
AJJ,MAS,2
MAS,NYP,1
NYP,BZA,1
RDM,BPQ,1
BPQ,SEGM,1
NGP,BPL,1
BPL,JHS,2
AGC,NZM,1
NZM,GZB,3
MOZ,SRE,1
KPD,VN,3
JTJ,SA,8
TUP,CBE,7
CBE,PGT,8
PGT,TCR,5
KTYM,CGY,3
CGY,TRVL,3
QLN,VAK,2
VAK,TVC,2
MAS,KPD,1
ED,PTJ,1
PTJ,PGT,1
TRVL,QLN,1
QLN,KZK,1
KZK,TVC,1
HYB,BMT,1
BMT,VKB,1
SEM,MQR,2
MQR,CT,2
CT,WADI,1
GUR,SUR,1
KWV,PUNE,1
SC,KZJ,7
KZJ,WL,5
WL,KDM,2
KDM,MABD,2
MABD,DKJ,3
DKJ,KMT,2
KMT,MDR,2
MDR,BZA,2
SBC,YPR,3
YPR,TK,5
TK,TTR,4
TTR,ASK,4
ASK,DRU,3
DRU,RRB,6
RRB,AJP,1
AJP,HSD,1
HSD,JRU,1
JRU,DVG,1
DVG,HRR,4
HRR,RNR,2
RNR,HVR,2
HVR,YLG,1
YLG,UBL,1
UBL,DWR,5
TPTY,PAK,1
PAK,PIL,1
PIL,KCI,1
KCI,MPL,1
MPL,MCU,1
MCU,KRY,1
KRY,MGB,1
MGB,DMM,1
ATP,GY,6
AD,RC,1
RC,VKB,1
VKB,SC,1
JHS,BINA,2
BINA,BPL,2
BPL,ET,4
PUNE,STR,1
STR,KRD,1
KRD,SLI,1
MRJ,BGM,1
BGM,DWR,2
DWR,UBL,3
UBL,HVR,1
HVR,RNR,1
RNR,HRR,1
HRR,DVG,2
DVG,RRB,1
RRB,ASK,1
ASK,HAS,1
HAS,MYS,1
VSKP,DVD,9
DVD,AKP,5
AKP,YLM,4
YLM,TUNI,3
TUNI,ANV,4
ANV,SLO,1
RJY,TDD,3
EE,NZD,1
NZD,BZA,2
BZA,TEL,5
TEL,GNT,1
GNT,SAP,3
SAP,PGRL,2
PGRL,NDKD,2
NDKD,MRGA,2
MRGA,NLDA,3
NLDA,RMNP,1
RMNP,SC,1
SC,RMNP,1
RMNP,NLDA,1
MRGA,NDKD,3
TEL,BZA,4
BZA,NZD,2
NZD,EE,2
EE,TDD,7
TDD,RJY,7
RJY,SLO,10
SLO,ANV,1
ANV,TUNI,2
TUNI,YLM,2
YLM,AKP,3
AKP,DVD,4
DVD,VSKP,12
TATA,RHE,1
RHE,GTS,1
GTS,CKU,4
CKU,JGM,3
JGM,SUA,1
SUA,KGP,1
NDLS,ALJN,1
ALJN,CNB,2
ALD,MZP,1
MGS,SSM,1
SSM,DOS,4
DOS,GAYA,2
GAYA,KQR,4
KQR,PNME,3
PNME,GMO,2
GMO,MHQ,1
MHQ,VAA,1
VAA,BJE,1
BJE,ADRA,1
ADRA,BQA,3
BQA,VSU,2
VSU,MDN,1
MDN,KGP,3
KGP,JER,2
JER,BLS,2
KUR,PURI,7
KGP,BLDA,1
BLDA,DNT,1
DNT,JER,1
JER,BTS,2
BTS,BLS,2
BLS,SORO,2
SORO,BHC,2
JJKR,DNM,1
DNM,CTC,1
KGP,GMDN,2
GMDN,MDN,1
MDN,SLB,2
SLB,CDGR,2
CDGR,GBA,2
GBA,VSU,1
VSU,ODM,2
ODM,BQA,3
BQA,JPH,1
JPH,ADRA,1
ADRA,ANR,2
ANR,PRR,3
PRR,ANR,1
ANR,ADRA,1
ADRA,JPH,1
JPH,BQA,1
BQA,ODM,2
ODM,VSU,1
VSU,GBA,2
GBA,CDGR,3
CDGR,SLB,3
SLB,MDN,3
MDN,GMDN,1
GMDN,KGP,6
MAS,OGL,2
VSKP,BAM,1
DURG,BPHB,3
BPHB,R,3
BSP,KGB,1
KGB,BIG,1
BIG,PND,1
PND,APR,3
APR,AAL,4
AAL,BUH,4
BUH,SDL,2
SDL,BRS,2
BRS,UMR,2
UMR,KTES,1
KTES,SHR,1
GAR,BKH,1
BKH,PPI,2
HBD,ODG,2
ODG,HBJ,2
NK,JL,1
BD,WR,3
BRD,G,1
G,RJN,1
R,BSP,2
BSP,RIG,2
RIG,JSG,3
JSG,ROU,4
ROU,CKP,4
CKP,TATA,3
TATA,KGP,3
PDY,VM,1
VM,VLR,1
VLR,KPD,1
KPD,TPTY,2
RU,NLR,2
NLR,BZA,2
BZA,DVD,1
VZM,KUR,1
BBS,BLS,1
MGS,BBU,2
BBU,SSM,2
DOS,NBG,1
NBG,JPL,1
JPL,GHD,1
GHD,DTO,2
DTO,LTHR,1
LTHR,TORI,2
TORI,BRKA,1
BRKA,RNC,1
CTC,DNKL,2
DNKL,TLHD,4
TLHD,ANGL,4
ANGL,SBP,1
SBP,JSG,3
JSG,RIG,2
R,G,1
G,NGP,3
NGP,AK,1
AK,BSL,3
YPR,JTJ,1
RJY,DVD,4
VZM,PVPT,1
PVPT,RGDA,3
RGDA,KSNG,1
KSNG,TIG,6
TIG,BLGR,2
BLGR,BRGA,2
BRGA,SBP,3
BVI,BRC,1
NZM,KOTA,2
KOTA,BRC,1
BRC,BVI,1
BVI,BDTS,5
BVI,ST,2
BRC,DHD,3
DHD,RTM,5
KOTA,MTJ,1
ADI,SBI,3
SBI,MSH,2
MSH,UJA,1
UJA,PNU,1
PNU,ABR,5
ABR,FA,4
FA,BER,1
BER,AII,3
AII,JP,1
BKI,RHG,1
RHG,AWR,1
AWR,KRH,3
KRH,RE,2
PTRD,GGN,3
BSR,ST,3
RTM,RMA,1
RMA,KOTA,3
SWM,BNLW,2
BNLW,DPA,3
DPA,JP,4
INDB,DWX,3
DWX,UJN,2
UJN,NAD,2
NAD,KOTA,1
SWM,DPA,1
UDZ,RPZ,3
RPZ,MVJ,3
MVJ,COR,1
COR,BHL,1
BHL,BJNR,2
BJNR,NSD,2
NSD,AII,2
FL,RNW,1
RNW,RGS,1
RGS,SMPR,1
SMPR,NMK,1
NNL,AEL,1
AEL,RE,1
JP,GADJ,5
GADJ,AWR,1
AWR,GGN,1
KSG,JP,2
JP,BTE,2
BTE,AH,5
AH,AF,2
AF,TDL,4
ASN,RNG,2
RNG,DGR,1
MSZ,BLZ,2
BLZ,JHL,1
JHL,TUN,4
TUN,NRW,4
NRW,UCA,4
UCA,JIND,2
JIND,JNA,4
JNA,ROK,4
BGZ,NNO,2
NNO,SSB,1
SSB,DKZ,2
DKZ,DSB,1
DSB,NDLS,1
NDLS,TKD,1
TKD,FDB,4
FDB,BVH,2
AGC,IDH,1
IDH,AF,3
SKB,BDN,1
BDN,JGR,1
JGR,ETW,1
ETW,BNT,1
BNT,ULD,1
ULD,PHD,1
PNK,GOY,1
CNB,BKO,1
BKO,FTP,2
FTP,KGA,2
KGA,SRO,2
SRO,BRE,2
BRE,ALD,2
ALD,BDL,2
BDL,MZP,2
MZP,CAR,2
CAR,MGS,1
DLN,BXR,3
RPR,BYN,2
BYN,BEA,2
ARA,KUA,4
KUA,KWR,4
KWR,BTA,4
BTA,SDE,4
SDE,NEO,4
NEO,DNR,4
PNBE,GZH,1
GZH,PNC,4
FUT,KOO,4
KOO,BKP,2
BKP,ATL,3
ATL,BARH,3
BARH,PHK,2
PHK,MOR,2
MOR,MKA,2
HTZ,BRYA,2
BRYA,DMRX,1
DMRX,MKB,1
MKB,LKR,3
LKR,KIUL,7
KIUL,BSQP,4
BSQP,MNP,4
MNP,JMU,1
JMU,GHR,1
GHR,JAJ,1
JAJ,STL,1
STL,JSME,1
MDP,VDS,1
VDS,JMT,1
CRJ,STN,1
STN,ASN,1
RNG,UDL,5
UDL,DGR,2
DGR,PAN,3
PAN,BWN,3
BWN,BDC,4
BDC,HWH,4
KOAA,BP,1
BP,RHA,1
RHA,KNJ,1
KNJ,BTY,1
BTY,PLY,1
PLY,BEB,1
BEB,BPC,1
BPC,MBB,1
MBB,JJG,3
JJG,BQG,2
BQG,LGL,1
GCT,BUI,1
BUI,CPR,1
DGA,PPTA,1
PPTA,PNBE,2
BKP,HTZ,1
HTZ,KIUL,1
MDP,ASN,1
DGR,KOAA,1
SDAH,BNXR,30
BNXR,DAKE,1
DAKE,KQU,1
BWN,BHP,1
BHP,AMP,1
RPH,PKR,3
PKR,NFK,3
MLDT,HCR,1
HCR,KDPR,3
KDPR,BOE,1
BOE,DLK,1
DLK,KNE,2
KNE,AUB,2
AUB,NJP,2
NJP,SGUJ,2
SGUJ,NMZ,2
NMZ,DLO,1
DLO,HSA,1
HSA,HOJ,3
HOJ,APDJ,1
GAYA,DOS,1
DOS,SSM,3
SSM,MGS,1
AME,GNG,5
GNG,RBL,2
CPA,KJN,1
KJN,FGR,1
FGR,FBD,3
KSJ,HTC,2
HTC,MTJ,2
SHC,DMH,1
DMH,MRIJ,1
MRIJ,BNKI,1
BNKI,PRNA,1
KIR,LAV,1
LAV,KDPR,1
KDPR,HCR,2
HCR,BKRD,1
BKRD,SM,1
SM,EKI,1
EKI,OMLF,1
OMLF,MLDT,1
NFK,NILE,1
NILE,JRLE,1
JRLE,AZ,1
AZ,KGLE,2
KGLE,BZLE,1
BZLE,SALE,1
SALE,KWAE,1
KWAE,NDAE,2
NDAE,ABKA,2
ABKA,BDC,2
BDC,NH,2
NH,SDAH,1
JYG,RJA,1
RJA,MBI,2
MBI,SKI,3
SKI,DBG,3
LSI,HYT,1
HYT,SPJ,1
BJU,JAJ,1
NH,BNXR,1
BNXR,SDAH,27
LKO,MB,1
MB,ANVT,1
RJPB,PNC,2
BRYA,LKR,2
ASN,BURN,2
BURN,JOC,1
JOC,ANR,1
PRR,BBM,2
BBM,CNI,2
CNI,KND,2
KND,GMH,1
GMH,ADTP,3
ADTP,TATA,3
TATA,SINI,2
SINI,RKSN,2
RKSN,CKP,2
CKP,SWR,2
SWR,GOL,2
GOL,MOU,2
MOU,BNDM,2
BNDM,ROU,2
ROU,GP,3
GP,BMB,2
BMB,JSG,2
RIG,KHS,2
KHS,SKT,2
SKT,CPH,2
CPH,AKT,1
AKT,BSP,2
BSP,BYT,3
BYT,TLD,3
TLD,R,3
R,BPHB,2
BPHB,DURG,2
DHN,TET,1
TET,GMO,1
GMO,PNME,1
PNME,HZD,1
HZD,KQR,1
GAYA,AUBR,2
AUBR,DOS,2
SSM,KTQ,1
KTQ,BBU,1
BBU,SYJ,1
SYJ,MGS,1
MGS,KEI,1
KEI,BSB,3
BSB,BTP,3
BTP,KSF,2
KSF,JLL,1
JLL,ZBD,2
ZBD,JNU,2
JNU,MIH,1
MIH,KS,1
KS,SHG,2
SHG,BWI,1
BWI,MLPR,1
MLPR,ABP,2
ABP,GGJ,2
GGJ,BLG,1
BLG,AY,1
AY,ACND,1
ACND,FD,1
FD,SLW,1
SLW,RDL,1
RDL,PTH,1
PTH,DYD,1
DYD,BBK,2
BBK,LKO,3
LKO,BLM,1
BLM,HRI,1
HRI,AJI,1
AJI,SPN,1
SPN,TLH,1
TLH,PMR,1
PMR,BE,1
MB,KNT,1
KNT,SEO,1
SEO,DPR,1
DPR,NGG,1
NGG,NBD,1
NBD,LRJ,2
LRJ,RK,4
RK,SRE,4
YJUD,RAA,1
RAA,UMB,1
UMB,UBC,5
UBC,RPJ,4
RPJ,SIR,3
SIR,GVG,1
GVG,KNN,1
KNN,DDL,2
DDL,LDH,2
LDH,PHR,2
PHR,BZG,1
BZG,NRM,1
NRM,NRO,1
NRO,MQS,1
MQS,LNK,1
LNK,MXH,1
MXH,MWX,1
MWX,FZR,1
DHN,BRR,1
BRR,CRJ,1
CRJ,JMT,3
JMT,VDS,3
VDS,MDP,2
JAJ,GHR,2
GHR,JMU,1
JMU,MNP,1
MNP,KIUL,1
KIUL,LKR,4
LKR,BRYA,1
BRYA,HTZ,1
HTZ,MKA,2
BKP,KOO,2
KOO,PNC,1
PNC,RJPB,4
NFK,BHW,2
BHW,TPH,2
TPH,SBG,2
SBG,MZC,1
MZC,PPT,1
PPT,SVRP,1
SVRP,CLG,1
CLG,EKC,2
EKC,GGA,2
GGA,SBO,1
SBO,BGP,3
BGP,AKN,1
AKN,SGG,1
SGG,BUP,2
BUP,JMP,2
SBG,PPT,1
PPT,CLG,1
CLG,SBO,1
BGP,SGG,1
JMP,AHA,1
AHA,KIUL,1
KIUL,BRYA,1
BRYA,MKA,1
BKP,FUT,1
FUT,PNC,3
DNR,BTA,1
BTA,ARA,1
ARA,BEA,1
BEA,BYN,3
BYN,RPR,3
RPR,DURE,1
DURE,BXR,1
BXR,CSA,2
CSA,GMR,1
GMR,BWH,2
BWH,DLN,1
DLN,ZNA,1
ZNA,MGS,1
BSB,JLL,1
ZBD,JOP,1
JOP,SKN,2
SKN,HRPG,1
HRPG,KEPR,1
KEPR,LBA,2
LBA,SLN,2
SLN,MFKA,2
MFKA,NHH,2
NHH,AKJ,2
AKJ,HGH,2
HGH,LKO,2
GZB,SBB,9
SBB,DSA,1
DSA,DLI,7
DSS,BCA,1
BCA,BJU,1
BJU,BRYA,1
KIUL,KJH,1
KJH,AHA,3
AHA,DRH,1
DRH,JMP,1
JMP,BUP,1
BUP,SGG,1
SGG,AKN,1
AKN,BGP,1
DEE,DEC,2
GGN,PTRD,1
RE,DZB,1
DZB,KNNK,2
KNNK,MHRG,1
MHRG,STNL,1
STNL,LHU,1
LHU,SRGH,1
SRGH,CRWA,1
CRWA,RSH,1
RSH,JJN,1
JJN,NUA,1
NUA,DOB,1
DOB,NWH,1
NWH,SIKR,1
KTW,NBD,1
NBD,MZM,1
MZM,BJO,1
BJO,HLDR,1
HLDR,CPS,1
CPS,MNDR,1
MNDR,GJL,1
GJL,HPU,1
HPU,PKW,1
PKW,GZB,1
GZB,DSA,2
DLI,DSA,6
DSA,GZB,1
GZB,PKW,1
PKW,HPU,1
HPU,GJL,1
GJL,MNDR,2
MNDR,CPS,2
CPS,HLDR,2
HLDR,BJO,2
BJO,MZM,1
MZM,NBD,1
NBD,KTW,1
DDN,HW,1
HW,LRJ,1
LRJ,CNK,1
CNK,NBD,1
NBD,NGG,1
NGG,DPR,1
DPR,SEO,1
SEO,KNT,1
KNT,MB,1
MB,RJK,1
RJK,CH,1
CH,BJ,1
BJ,BBA,1
BBA,RG,2
RG,ALJN,1
ALD,PRG,1
PRG,PBH,1
MB,NBD,1
LRJ,HW,1
ALD,PBH,1
PBH,SLN,1
SLN,FD,1
FD,AY,4
AY,KEA,1
KEA,MUR,1
MUR,GAUR,1
GAUR,TH,1
TH,BST,1
LKO,NHN,3
NHN,BCN,3
BCN,HCP,3
HCP,RBL,3
RBL,FTG,1
FTG,JAIS,3
JAIS,KCJ,3
KCJ,GNG,1
GNG,AME,2
AME,ANTU,1
ANTU,CIL,1
CIL,PBH,3
JNH,BSE,2
BSE,DND,1
DND,PBH,1
GNG,JAIS,3
JAIS,RBL,3
RBL,BCN,1
BCN,LKO,1
MB,AMRO,2
AMRO,HPU,1
GZB,HPU,2
HPU,AMRO,1
AMRO,MB,1
MB,RMU,2
RMU,BE,1
HRI,LKO,1
LKO,BCN,1
BCN,RBL,1
RBL,JAIS,1
JAIS,GNG,1
RBL,UCR,1
UCR,KHNM,1
KHNM,PRG,1
RKM,FHT,1
FHT,MTJ,1
MTJ,CHJ,1
CHJ,KSV,2
KSV,HDL,4
HDL,PWL,1
PWL,AST,4
AST,BVH,4
BVH,FDN,5
FDN,FDB,5
FDB,TKD,5
TKD,OKA,5
OKA,NZM,5
NZM,TKJ,4
TKJ,CSB,8
CSB,NDLS,8
PRG,PFM,2
PFM,RMC,1
RMC,LGO,1
LGO,KHNM,1
KHNM,GRMR,1
GRMR,PQN,1
PQN,UCR,1
UCR,JPD,1
JPD,DMW,1
DMW,LLJ,1
LLJ,RRS,1
RRS,TQA,1
TQA,BQP,1
BQP,ON,1
CNB,RURA,1
PHD,BNT,1
BNT,ETW,1
ETW,JGR,1
JGR,SKB,1
SBB,DLI,1
DLI,NUR,1
NUR,SNP,2
SNP,GNU,2
GNU,SMK,2
SMK,PNP,2
PNP,KUN,3
KUN,KKDE,3
KKDE,SHDM,1
SHDM,UMB,1
UMB,CDG,4
BSB,SWPR,1
SWPR,BOY,1
BOY,JNH,1
BSE,PBH,1
PBH,ANTU,1
ANTU,AME,1
BTP,JLL,1
JLL,JOP,1
SKN,KEPR,1
KSF,ZBD,1
JNU,KS,1
SHG,MLPR,1
GGJ,AY,1
AY,FD,3
FD,RDL,1
RDL,DYD,1
BBK,SFH,1
SFH,JRR,1
JRR,ML,1
ML,LKO,1
LKO,AMG,1
AMG,KKJ,1
KKJ,MLD,1
MLD,DIL,1
DIL,RBD,1
RBD,SAN,1
SAN,UTA,1
UTA,DLQ,1
DLQ,BLM,1
BLM,BGH,1
BGH,MST,1
MST,KAR,1
KAR,HRI,1
HRI,KUF,1
KUF,BEG,1
BEG,TDP,1
TDP,AJI,1
AJI,AIG,1
AIG,KH,1
KH,ROZA,1
ROZA,SPN,1
SPN,BTRA,1
BTRA,TLH,1
TLH,MK,1
MK,BLPU,1
BLPU,TSA,1
TSA,PMR,1
PMR,RYS,1
RYS,BE,1
UJN,MKC,2
MKC,SFY,1
SFY,PFR,1
PFR,BRRG,1
BRRG,CBK,1
CBK,RTA,1
RTA,GUNA,3
GUNA,MINA,1
MINA,KLRS,1
KLRS,SVPI,1
SVPI,GWL,2
MRA,DHO,1
DHO,AGC,1
GZB,MDNR,1
MDNR,MTC,2
DBD,SRE,3
BRWD,DTO,1
DTO,GHD,1
GHD,GHQ,2
GHQ,MQX,2
MQX,NUQ,1
NUQ,WDM,2
WDM,DXN,1
DXN,RNQ,1
RNQ,CPU,1
BTI,BTIC,1
BTIC,PUL,1
PUL,TAPA,1
TAPA,BNN,1
BNN,DUI,1
DUI,NBA,1
NBA,PTA,1
PTA,RPJ,1
RPJ,UBC,4
UBC,UMB,6
AADR,CHTL,1
CHTL,UHL,1
UHL,MTPR,1
MTPR,NNGL,1
NNGL,NLDM,1
NLDM,ANSB,2
ANSB,KART,2
KART,GANL,1
GANL,RPAR,2
RPAR,KRLI,1
KRLI,MRND,2
MRND,BSPN,1
BSPN,FGSB,2
FGSB,SIR,2
SIR,RPJ,3
UMB,KKDE,1
PNP,GNU,1
GNU,SNP,1
SNP,NUR,1
NUR,SZM,1
SZM,DLI,2
ABS,CWDA,1
CWDA,KUKA,1
KUKA,FKA,1
FKA,LDK,1
LDK,JBD,1
JBD,GHS,1
GHS,FZP,1
FZP,FZR,2
LDH,NMDA,1
NMDA,SASN,1
SASN,CDG,1
CDG,UMB,1
LRJ,NBD,1
NBD,MB,1
MB,KPV,1
KPV,BPZ,2
BPZ,LKU,2
FZR,TWB,1
TWB,MOGA,1
MOGA,AJL,2
AJL,NNKR,3
NNKR,JGN,3
JGN,MLX,1
MLX,MG,1
MG,LDH,3
GZB,GZN,1
GZN,MUD,1
MUD,MDNR,1
MTC,MUT,1
MUT,KAT,1
KAT,MOZ,1
YJUD,JUDW,2
JUDW,UMB,3
SIR,KNN,2
LDH,PGW,2
PGW,JRC,1
JRC,DZA,1
DZA,MEX,1
MEX,PTKC,1
KTHU,GHGL,1
GHGL,SMBX,2
SMBX,JAT,1
JU,BANE,1
BANE,LUNI,1
LUNI,SMR,2
SMR,BLT,2
BLT,BUT,2
BUT,UTL,1
UTL,BME,1
PGW,PHR,3
PHR,LDH,4
LDH,DOA,1
DOA,KNN,1
KNN,SIR,1
UMB,RAA,2
RAA,JUDW,2
JUDW,YJUD,4
SRE,DBD,2
DBD,MOZ,3
MOZ,MUT,2
MUT,MTC,5
MTC,MDNR,2
MDNR,GZB,1
JSM,SBLT,2
SBLT,AQG,2
AQG,RDRA,2
PLCJ,MAAR,1
MAAR,BAF,1
BAF,SIRD,1
SIRD,NKRA,1
NKRA,DTRD,1
DTRD,KLYT,1
KLYT,GJN,1
GJN,NAL,1
NAL,LGH,1
BVI,PLG,1
PLG,VAPI,1
SBI,KLL,1
KLL,MSH,1
MSH,PNU,4
ABR,SOH,1
SOH,JWB,1
JWB,FA,1
FA,RANI,2
RANI,SOS,1
SOS,MJ,1
MJ,PMY,2
PMY,LUNI,2
LUNI,JU,3
JU,RKB,6
RKB,GOTN,3
MTD,MDW,1
MDW,NGO,2
NOK,DSO,2
DSO,BKN,2
DLI,SZM,3
SZM,NUR,1
PNP,GRA,1
GRA,KUN,1
KUN,TRR,1
TRR,KKDE,1
KKDE,UMB,3
RPJ,PTA,3
PTA,NBA,2
NBA,DUI,2
DUI,BNN,2
BNN,TAPA,2
TAPA,PUL,2
PUL,BCU,2
BCU,BTI,1
BTI,GNA,1
GNA,GJUT,1
GJUT,KKP,1
KKP,BRW,1
BRW,MKS,1
MKS,LKW,1
LKW,FKA,1
RKB,MMY,1
MMY,OSN,1
OSN,MWT,1
MWT,PLCJ,1
RDRA,POK,1
POK,AQG,1
AQG,SBLT,1
SBLT,JSM,1
KMNC,NAC,1
NAC,SBR,1
SBR,FL,1
FL,JP,4
GADJ,DO,2
BKI,MURD,1
MURD,KL,1
KL,NBI,1
NBI,BTE,1
AH,IDH,1
TDL,SKB,1
ETW,CNB,1
JOP,BTP,1
BTP,BSB,1
KLK,CNDM,3
CNDM,CDG,3
CDG,DHPR,1
DHPR,UMB,1
BCU,BTIC,1
BTIC,BTI,1
BTI,SGF,1
SGF,MBY,1
MBY,DABN,1
DABN,SGRA,2
SGRA,MNSR,2
MNSR,HMH,2
HMH,PGK,1
PGK,SOG,1
SOG,MHJ,1
MHJ,LKS,1
LKS,DHRR,1
DHRR,LGH,1
LGH,BKN,2
BKN,DSO,1
DSO,NOK,1
NOK,NGO,2
NGO,MTD,2
JU,LUNI,3
BUT,BME,1
BCY,SRNT,1
SRNT,ARJ,1
ARJ,SDT,1
SDT,JKN,1
JKN,DLR,2
DLR,MAU,2
MAU,IAA,2
IAA,KER,1
KER,BLTR,1
BLTR,LRD,1
LRD,SRU,1
SRU,BTT,1
BTT,NRA,2
NRA,DEOS,2
DEOS,GB,1
GB,CC,1
CC,GKP,1
GKP,DMG,1
DMG,JTB,1
JTB,SWA,1
SWA,MHH,1
MHH,KLD,1
KLD,BST,4
BST,BV,1
BV,MSW,1
MSW,MUR,1
MUR,GD,3
JLD,BUW,1
BUW,BBK,1
BBK,GTNR,1
GTNR,BNZ,2
BNZ,LC,1
LC,LJN,1
LJN,HRI,1
SPN,CH,1
CH,MB,1
AMRO,GJL,1
BJO,BSKR,1
BSKR,MZM,1
MZM,LRJ,1
PLCJ,OSN,1
OSN,TIW,2
TIW,MDB,1
MDB,RKB,1
RKB,JU,5
JU,BGKT,3
BGKT,PMY,1
PMY,MJ,3
MJ,AII,1
KRH,BWL,1
BWL,RE,1
DEE,DLI,1
DLI,SBB,1
SBB,GZB,5
HPU,MB,1
RMU,BLQR,1
BLQR,RUPC,1
RUPC,HLDD,1
HLDD,LKU,1
YPR,HUP,2
HUP,DMM,5
DMM,GTL,1
MALM,SC,1
KZJ,SKZR,2
CD,NGP,3
NGP,ET,2
LJN,BBK,1
BTT,SRU,1
SRU,LRD,1
LRD,BLTR,1
BLTR,IAA,1
IAA,MAU,1
MAU,DLR,1
DLR,JKN,1
JKN,SDT,1
SDT,ARJ,1
BSB,CHH,1
CHH,SWPR,1
SWPR,KEH,1
KEH,PRF,1
PRF,BOY,1
BOY,MOF,1
MOF,SAW,1
SAW,SQN,1
SQN,JNH,1
JNH,URPR,1
URPR,PLP,2
PLP,SYC,2
SYC,PFM,1
PFM,PRG,3
PRG,ALD,3
ALD,NYN,2
NYN,SRJ,1
MKP,JTW,1
ET,BPF,1
BPF,TBN,1
TBN,HD,1
HD,KKN,1
KKN,BRUD,1
BRUD,CAER,1
CAER,SGBJ,1
SGBJ,TLV,1
TLV,KNW,1
KNW,NPNR,1
NPNR,BAU,1
BAU,RV,2
RV,BSL,2
LS,NK,2
YPR,DMM,1
ATP,KRNT,1
KRNT,MBNR,1
MBNR,KCG,2
KCG,KZJ,1
LKO,FD,2
AY,MUR,2
MUR,GKP,2
GKP,KLD,2
BST,MUR,2
KPG,ANG,3
ANG,PUNE,1
CPA,RPO,2
RPO,KAP,2
KAP,BJR,1
BJR,BLU,1
BLU,KJN,1
KJN,GHJ,1
GHJ,KLJ,1
KLJ,FGR,1
FBD,SSD,1
SSD,KMJ,1
KMJ,RDN,2
RDN,BAPR,1
BAPR,DRO,1
DRO,PTI,2
PTI,GWA,2
GWA,SWRT,2
SWRT,KSJ,2
FBD,KMJ,1
RDN,DRO,1
KSJ,SWRT,1
SWRT,GWA,1
GWA,PTI,2
PTI,DRO,1
DRO,RDN,1
RDN,KMJ,1
KMJ,SSD,1
SSD,FBD,1
BUI,YFP,1
YFP,GCT,1
ARJ,BSB,1
BSB,JNU,1
JNU,SHG,1
SHG,AY,1
FD,GTNR,1
BNZ,LJN,1
AF,IDH,2
IDH,AH,1
AH,MTJ,3
MTJ,MRT,1
MRT,HTC,1
HTC,SKA,1
SKA,KSJ,1
KSJ,SRNK,1
SRNK,UJH,1
UJH,BEM,1
BEM,BRY,1
BRY,BC,1
IZN,BHI,1
KHH,PBW,2
PBW,LKU,2
LKU,BPZ,1
BPZ,KPV,1
KPV,RMR,1
NUH,SOT,2
SOT,BNY,2
GD,BBK,2
BHS,HBJ,1
JL,NDB,1
NDB,UDN,2
UDN,VAPI,1
VAPI,BVI,4
CPR,EKMA,1
EKMA,DDA,1
DDA,SV,1
SV,BTK,1
BTK,BHTR,2
BHTR,BTT,1
BCY,ARJ,1
ARJ,MHO,1
MHO,JKN,1
IAA,RTP,1
RTP,RSR,1
RSR,CHR,1
CHR,PEP,1
PEP,BUI,1
BUI,SIP,1
SIP,CPR,1
BJU,BGS,6
KGG,NNA,2
NNA,KIR,4
KIR,KDPR,1
KDPR,MLDT,1
MLDT,PKR,1
PKR,RPH,1
BHP,HWH,1
BALU,BAM,1
BAM,PSA,4
RJY,BZA,3
BZA,MAS,1
KJM,YPR,3
KOAA,DAKE,1
DAKE,BWN,1
JAJ,BJU,1
SPJ,DBG,1
BST,GKP,1
HJP,SPP,1
SPP,BJU,1
JYG,MBI,2
DBG,SPJ,4
BJU,PNC,1
MZP,ACOI,3
ACOI,STA,3
MMR,KYN,1
SEE,PPTA,1
JYG,DBG,1
BJU,MKA,2
MKA,PNC,1
PNBE,ARA,2
ACOI,SRJ,2
SRJ,STA,1
JL,AN,2
AN,NDB,1
BME,BLT,1
BLT,SMR,1
SMR,LUNI,1
MKA,BJU,3
BJU,NNA,1
KIR,DLK,1
NBQ,BPRD,4
BPRD,RNY,4
PURI,SIL,2
SIL,KUR,2
BLS,HIJ,1
HIJ,MDN,1
MDN,BQA,1
BQA,ADRA,1
ADRA,ASN,1
DGR,SURI,1
SURI,RPH,1
MLDT,KNE,3
KYQ,GLPT,1
GLPT,NBQ,2
NBQ,KOJ,3
KOJ,APDJ,2
APDJ,NMZ,1
NMZ,SGUJ,1
SGUJ,NJP,1
KNE,BOE,1
BOE,MLDT,1
NFK,AZ,1
KGLE,KWAE,1
KGP,BHC,2
LTT,KYN,1
HD,ET,3
STA,ACOI,1
ACOI,MZP,2
MGS,DLN,2
DURE,ARA,1
